id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_renovated,lat,long,hous_val_amt,trend,trend_sq,house_age,was_renovated
3298700125,2014-09-05,280000.0,2,1,910,4662,1.0,0,0,5,6,910,0,0,47.5232,-122.354,157600.0,4,16,72,False
7880000060,2014-06-04,658588.0,3,2,2560,41346,2.0,0,0,3,10,2560,0,0,47.4871,-122.065,308700.0,1,1,28,False
7811200310,2014-12-16,635000.0,4,2,1920,8910,1.0,0,0,4,8,1200,720,0,47.5897,-122.156,343500.0,7,49,45,False
5255690160,2014-10-09,439000.0,4,2,2240,8300,2.0,0,0,3,8,2240,0,0,47.7746,-122.197,239800.0,5,25,36,False
869700320,2014-08-06,300000.0,3,2,1260,3855,2.0,0,0,3,8,1260,0,0,47.4908,-122.154,215200.0,3,9,15,False
6052401631,2015-02-05,345000.0,3,2,1360,13496,1.0,0,0,4,8,1360,0,0,47.4032,-122.314,171300.0,9,81,55,False
5089700260,2014-08-12,283500.0,4,2,2100,8050,2.0,0,0,3,8,2100,0,0,47.4391,-122.193,178000.0,3,9,36,False
9473200105,2014-09-24,425000.0,2,1,2110,4920,1.5,0,0,3,7,1460,650,0,47.6872,-122.339,279200.0,4,16,103,False
6678900140,2015-03-19,685000.0,3,2,2210,8955,1.0,0,1,3,8,1560,650,0,47.6621,-122.189,297900.0,10,100,41,False
6639900012,2014-09-17,706000.0,4,2,2740,7571,2.0,0,0,3,9,2740,0,0,47.6962,-122.179,297900.0,4,16,5,False
8151601090,2014-08-01,445000.0,4,2,2630,9099,1.5,0,0,3,7,1830,800,2009,47.5067,-122.361,180100.0,3,9,70,True
6664900260,2015-02-19,241000.0,3,2,1650,6000,1.0,0,0,3,7,1650,0,0,47.2904,-122.353,177300.0,9,81,25,False
952000055,2015-02-06,530000.0,3,1,1500,5750,1.5,0,0,4,7,1050,450,0,47.5677,-122.376,200000.0,9,81,88,False
4292300024,2015-03-02,350000.0,3,2,1430,12199,1.0,0,0,3,7,1130,300,0,47.7352,-122.33,204200.0,10,100,67,False
6127600036,2014-11-05,799000.0,4,3,2390,6820,2.0,0,0,4,7,2140,250,0,47.6788,-122.27,282800.0,6,36,69,False
1370801331,2014-08-04,1400000.0,4,2,4040,9630,1.0,0,3,4,9,2020,2020,0,47.6408,-122.41,363400.0,3,9,63,False
3500100226,2014-12-29,340895.0,2,1,920,8612,1.0,0,0,5,7,920,0,0,47.734,-122.301,208800.0,7,49,67,False
319500570,2014-05-05,780000.0,4,2,2730,10281,2.0,0,2,3,9,2730,0,0,47.6227,-122.029,239850.0,0,0,18,False
3751604974,2014-12-04,350000.0,2,2,1320,73600,1.0,0,0,3,7,1320,0,0,47.2755,-122.271,168400.0,7,49,21,False
7852030320,2015-02-17,470000.0,3,2,2620,4874,2.0,0,0,3,7,2620,0,0,47.5328,-121.879,206600.0,9,81,16,False
2481630070,2015-01-28,914600.0,4,3,3180,80837,2.0,0,0,3,11,3180,0,0,47.7336,-122.134,342200.0,8,64,30,False
4299000030,2014-09-23,354000.0,4,2,2900,4762,2.0,0,0,3,8,2900,0,0,47.3663,-122.129,192000.0,4,16,9,False
3886902590,2015-02-26,470000.0,5,2,1900,6000,1.5,0,0,4,6,1900,0,0,47.6831,-122.186,297900.0,9,81,95,False
9178601000,2014-07-30,715000.0,3,2,1760,5400,1.0,0,0,5,7,1160,600,0,47.6558,-122.331,279200.0,2,4,87,False
2861100030,2014-10-07,265000.0,2,1,760,4000,1.0,0,0,4,6,760,0,0,47.5466,-122.304,174400.0,5,25,64,False
625049286,2014-08-15,640000.0,3,1,1530,4944,1.0,0,0,3,7,1530,0,0,47.6857,-122.341,279200.0,3,9,64,False
133000135,2014-11-20,290000.0,4,2,1990,18900,2.0,0,0,4,7,1870,120,0,47.5131,-122.313,143500.0,6,36,85,False
7214700830,2014-05-13,480000.0,5,4,3830,35000,1.0,0,0,3,8,2130,1700,0,47.7597,-122.079,239850.0,0,0,38,False
4473400045,2014-08-26,535000.0,3,2,2040,5600,1.0,0,1,5,7,1120,920,0,47.5959,-122.293,219400.0,3,9,60,False
9413600350,2014-08-29,907000.0,3,2,2170,12220,1.0,0,0,5,8,2170,0,0,47.6537,-122.195,297900.0,3,9,49,False
1138010520,2014-06-01,459000.0,3,2,1620,7330,1.0,0,0,4,7,1090,530,0,47.7148,-122.213,239900.0,1,1,40,False
8830400135,2015-03-05,264950.0,3,2,1470,11599,1.0,0,0,3,7,1070,400,0,47.3632,-122.188,239850.0,10,100,48,False
5694000710,2014-11-07,352950.0,3,1,1760,3000,1.5,0,0,1,6,1760,0,0,47.6598,-122.348,279200.0,6,36,114,False
1951820070,2014-08-22,491500.0,3,2,2230,13100,1.0,0,0,4,8,1510,720,0,47.5413,-122.174,335900.0,3,9,40,False
6137500320,2014-06-25,1229000.0,4,4,3770,37034,2.0,0,0,3,10,2830,940,0,47.6463,-122.151,252600.0,1,1,25,False
339350070,2015-03-18,566000.0,3,2,2090,6294,2.0,0,0,3,9,2090,0,0,47.686,-122.095,279400.0,10,100,11,False
7399300860,2014-08-25,290000.0,3,2,1500,7308,1.0,0,0,4,7,1210,290,0,47.4621,-122.187,178000.0,3,9,46,False
8651430560,2014-05-22,180000.0,3,1,870,5330,1.0,0,0,3,6,870,0,2014,47.369,-122.077,192000.0,0,0,45,True
2228900270,2014-08-12,215000.0,2,1,1010,6000,1.0,0,0,4,6,1010,0,0,47.771,-122.353,204200.0,3,9,70,False
2228900270,2015-02-12,302000.0,2,1,1010,6000,1.0,0,0,4,6,1010,0,0,47.771,-122.353,204200.0,9,81,71,False
7227501170,2014-06-26,235867.0,4,2,1330,5926,1.0,0,0,4,5,1330,0,0,47.496,-122.19,209600.0,1,1,72,False
7504460200,2014-07-17,500000.0,3,2,1760,11946,2.0,0,0,3,8,1760,0,0,47.624,-122.05,239850.0,2,4,36,False
1559900200,2015-03-26,382000.0,3,2,1800,4500,2.0,0,0,3,7,1800,0,0,47.7462,-121.98,256400.0,10,100,20,False
6021501920,2014-06-27,672500.0,3,2,2400,5300,1.5,0,0,4,7,1250,1150,0,47.6876,-122.384,254000.0,1,1,75,False
3275860270,2014-10-22,755000.0,3,2,3020,13031,2.0,0,0,3,9,3020,0,0,47.6897,-122.098,279400.0,5,25,25,False
5457300703,2015-03-20,707500.0,3,1,1500,2555,2.0,0,2,3,7,1500,0,0,47.627,-122.353,433500.0,10,100,105,False
2919700885,2014-08-26,459000.0,4,2,1560,3840,1.0,0,0,4,6,960,600,0,47.6882,-122.365,254000.0,3,9,90,False
1951500030,2015-02-04,140000.0,3,1,1090,10620,1.5,0,0,3,7,1090,0,0,47.3748,-122.294,161500.0,9,81,56,False
9550200310,2014-08-11,495000.0,2,1,970,4284,1.0,0,0,3,7,970,0,0,47.6667,-122.333,279200.0,3,9,109,False
3630120700,2014-05-13,757000.0,3,3,3190,5283,2.0,0,0,3,9,3190,0,0,47.5534,-122.002,356600.0,0,0,7,False
3630120700,2015-01-07,765000.0,3,3,3190,5283,2.0,0,0,3,9,3190,0,0,47.5534,-122.002,356600.0,8,64,8,False
6370000070,2014-09-19,359000.0,4,2,1890,6052,1.0,0,0,4,7,1890,0,0,47.7055,-122.3,225900.0,4,16,59,False
7935000125,2014-06-05,440000.0,3,1,1050,7500,1.0,0,0,3,6,1050,0,0,47.5473,-122.396,280200.0,1,1,114,False
3034200058,2014-05-29,400000.0,4,2,1390,7200,1.0,0,0,3,7,1140,250,0,47.7224,-122.332,204200.0,0,0,49,False
2856102336,2015-03-25,652000.0,3,2,1700,4080,1.0,0,0,4,7,850,850,0,47.6785,-122.393,254000.0,10,100,74,False
2523039239,2014-05-30,260000.0,3,2,1050,5850,1.0,0,0,3,7,1050,0,0,47.4574,-122.358,235200.0,0,0,34,False
2724069070,2015-02-20,519500.0,4,2,1540,17859,1.0,0,0,3,6,1540,0,0,47.5326,-122.032,308700.0,9,81,51,False
6690500320,2014-10-27,650000.0,3,1,1710,5992,1.5,0,0,4,7,1560,150,0,47.6861,-122.354,279200.0,5,25,86,False
2413301070,2015-03-24,280000.0,4,2,2100,8075,2.0,0,0,3,8,2100,0,0,47.3251,-122.329,166800.0,10,100,37,False
1562100030,2014-09-10,515000.0,4,2,1730,7980,1.0,0,0,4,8,1730,0,0,47.6219,-122.138,252600.0,4,16,49,False
7941140070,2015-03-18,400000.0,3,2,1500,2692,2.0,0,0,3,7,1500,0,0,47.7159,-122.203,239900.0,10,100,29,False
2412600030,2014-06-23,235000.0,6,3,2180,7956,2.0,0,0,3,7,2180,0,0,47.3054,-122.305,166800.0,1,1,34,False
11520030,2014-06-24,640000.0,4,2,2341,9594,2.0,0,0,3,9,2341,0,0,47.6993,-122.115,279400.0,1,1,17,False
7202290140,2014-07-28,455800.0,3,2,1690,4584,2.0,0,0,3,7,1690,0,0,47.6866,-122.043,349000.0,2,4,12,False
8161010060,2014-12-18,504750.0,3,2,2490,21937,2.0,0,0,3,8,2490,0,0,47.6442,-121.898,264900.0,7,49,21,False
8562900710,2014-07-11,483000.0,3,3,2440,15540,2.0,0,0,3,9,2440,0,0,47.6104,-122.06,239850.0,2,4,22,False
8888000055,2014-12-30,530000.0,3,1,920,20412,1.0,1,2,5,6,920,0,0,47.4781,-122.49,268600.0,7,49,64,False
3395800295,2014-07-11,250000.0,2,1,1030,8786,1.0,0,0,3,6,1030,0,0,47.4814,-122.341,180100.0,2,4,58,False
5557320030,2014-09-24,229950.0,5,3,2000,5885,1.0,0,0,3,7,1260,740,0,47.3155,-122.347,177300.0,4,16,20,False
2909300640,2014-07-23,884744.0,4,4,4210,9414,2.0,0,0,3,9,4210,0,0,47.6067,-122.022,239850.0,2,4,13,False
3449900030,2014-09-11,423000.0,4,2,2660,5539,2.0,0,0,3,8,2660,0,0,47.4981,-122.162,215200.0,4,16,10,False
952003435,2014-08-26,420000.0,2,1,820,4025,1.0,0,2,5,6,820,0,0,47.5649,-122.38,200000.0,3,9,92,False
6204200340,2014-11-10,521000.0,3,2,1730,18250,1.0,0,0,3,8,1730,0,0,47.737,-122.201,239800.0,6,36,26,False
1737100830,2015-02-05,577000.0,4,2,2360,7490,2.0,0,0,3,8,2360,0,0,47.6988,-122.169,297900.0,9,81,36,False
2207200520,2014-09-29,425000.0,3,1,970,8040,1.0,0,0,3,7,970,0,0,47.603,-122.132,252600.0,4,16,58,False
3818400060,2014-10-31,495000.0,4,2,2460,4862,2.0,0,0,3,8,2460,0,0,47.7719,-122.235,246600.0,5,25,10,False
9264960560,2014-10-01,340000.0,3,2,2690,8577,2.0,0,0,3,9,2690,0,0,47.3026,-122.351,177300.0,5,25,27,False
6362900172,2014-09-23,499950.0,3,4,1820,1991,2.0,0,0,3,8,1430,390,0,47.596,-122.298,219400.0,4,16,0,False
9272200810,2015-03-16,1218000.0,4,3,3470,4750,2.0,0,2,3,9,2370,1100,0,47.5917,-122.386,286600.0,10,100,1,False
3629160060,2015-02-27,720000.0,4,3,3370,7634,1.0,0,2,5,8,2110,1260,0,47.5259,-122.204,209600.0,9,81,38,False
4324200060,2015-03-12,249000.0,3,2,1700,8247,1.0,0,0,3,7,1010,690,0,47.4216,-122.174,182900.0,10,100,45,False
3830620710,2014-06-13,206135.0,3,1,1340,11070,1.0,0,0,4,7,1340,0,0,47.3527,-122.178,239850.0,1,1,36,False
3276900030,2014-10-06,300000.0,5,3,2000,9276,2.0,0,0,4,7,2000,0,0,47.444,-122.19,178000.0,5,25,46,False
4058800830,2015-03-18,612000.0,6,3,3840,14040,1.5,0,3,3,8,2460,1380,0,47.506,-122.241,175400.0,10,100,66,False
6202600070,2014-11-06,1102030.0,5,2,3890,27311,2.0,0,2,3,10,3890,0,1990,47.7291,-122.363,299400.0,6,36,64,True
8581200030,2015-02-24,230000.0,4,2,1220,9100,1.5,0,0,4,7,1220,0,0,47.2964,-122.376,177300.0,9,81,45,False
2214800270,2014-09-25,355000.0,4,2,2770,7000,1.0,0,0,4,7,1940,830,0,47.3396,-122.256,168400.0,4,16,35,False
7312000240,2014-06-23,442000.0,4,2,2520,7253,2.0,0,0,3,9,2520,0,0,47.5148,-122.159,215200.0,1,1,24,False
8562890560,2014-06-26,399000.0,4,3,3060,5000,2.0,0,0,3,8,3060,0,0,47.3786,-122.126,192000.0,1,1,13,False
4136930310,2014-11-06,360000.0,4,2,2390,7115,2.0,0,0,3,9,2390,0,0,47.2593,-122.222,211200.0,6,36,15,False
1328330350,2015-02-13,390000.0,3,2,1320,7725,1.0,0,0,3,8,1320,0,0,47.4425,-122.133,196900.0,9,81,37,False
5255690060,2015-03-18,413000.0,5,2,2900,8711,1.0,0,0,3,8,1650,1250,0,47.7752,-122.197,239800.0,10,100,38,False
402000260,2015-02-11,190000.0,2,1,700,9500,1.0,0,0,3,6,700,0,0,47.5294,-122.276,187300.0,9,81,64,False
7787110060,2014-10-13,432900.0,3,2,2210,9226,2.0,0,0,3,8,2210,0,0,47.4849,-121.782,235900.0,5,25,16,False
8651580310,2014-05-28,621138.0,3,2,2180,7741,2.0,0,0,3,9,2180,0,0,47.6482,-122.072,239850.0,0,0,28,False
3705000060,2014-06-04,270000.0,3,2,2080,4252,1.5,0,0,3,7,1550,530,0,47.4203,-122.157,192000.0,1,1,11,False
7525410060,2015-01-09,610000.0,4,2,2090,35040,1.0,0,0,3,8,1490,600,0,47.5739,-122.032,239850.0,8,64,35,False
3295700060,2014-06-02,500000.0,3,2,1720,5525,1.0,0,2,5,7,960,760,0,47.559,-122.298,174400.0,1,1,73,False
8121500060,2014-08-07,715000.0,4,2,2460,40635,1.0,0,0,5,8,2460,0,0,47.6627,-122.032,349000.0,3,9,46,False
3728800320,2014-05-29,264000.0,3,2,1470,14821,1.0,0,0,4,7,1470,0,0,47.3658,-122.148,192000.0,0,0,56,False
6003501535,2014-08-28,550000.0,3,2,1650,3200,1.5,0,0,3,8,1650,0,0,47.6209,-122.317,477000.0,3,9,113,False
2621750340,2014-10-15,337000.0,3,2,1690,9087,1.0,0,0,3,8,1690,0,0,47.3724,-122.108,192000.0,5,25,17,False
3288200030,2014-08-29,405000.0,4,2,2030,9095,1.0,0,0,4,7,1130,900,0,47.7321,-122.185,239900.0,3,9,42,False
4188000640,2014-09-11,775000.0,4,2,2540,28563,1.0,0,0,3,10,2540,0,0,47.7185,-122.114,279400.0,4,16,30,False
2558730070,2014-08-25,425000.0,3,2,1570,7475,1.0,0,0,4,7,1200,370,0,47.7223,-122.174,239900.0,3,9,31,False
7923500060,2014-09-22,713000.0,5,3,2580,9242,2.0,0,2,4,8,1720,860,0,47.5943,-122.133,252600.0,4,16,47,False
8016300030,2014-11-03,555000.0,5,2,2090,8712,1.0,0,0,3,8,1420,670,0,47.5968,-122.127,258000.0,6,36,48,False
4054510270,2014-08-27,1250000.0,4,4,3830,41263,2.0,0,0,4,11,3830,0,0,47.7237,-122.042,239850.0,3,9,24,False
2864600105,2014-06-24,819000.0,3,4,2130,6150,2.0,0,2,5,8,1530,600,0,47.6491,-122.405,363400.0,1,1,106,False
8165500830,2015-03-27,409900.0,3,2,1690,1200,2.0,0,0,3,8,1410,280,0,47.5389,-122.367,157600.0,10,100,2,False
4395600060,2014-06-30,935000.0,2,2,1780,2067,2.0,0,0,5,9,1780,0,0,47.6132,-122.21,432300.0,1,1,40,False
4279200060,2014-12-30,420000.0,4,2,2110,9825,2.0,0,0,3,8,2110,0,0,47.4979,-122.153,215200.0,7,49,14,False
3425059222,2014-11-24,1300000.0,6,4,6563,32670,2.0,0,0,3,10,5153,1410,0,47.6078,-122.157,343500.0,6,36,12,False
1769600204,2015-02-25,350000.0,3,2,1830,9425,1.0,0,0,3,8,1590,240,0,47.5038,-122.379,180100.0,9,81,69,False
1176001195,2014-06-21,375000.0,2,1,1230,1820,2.0,0,0,4,7,830,400,0,47.6684,-122.401,255400.0,1,1,66,False
1239400570,2014-11-17,860000.0,3,2,2180,14135,1.0,0,2,5,8,1300,880,0,47.673,-122.187,297900.0,6,36,67,False
6071600270,2014-06-03,495000.0,4,2,2220,8872,1.0,0,0,4,8,1110,1110,0,47.5491,-122.17,335900.0,1,1,53,False
1402200070,2014-10-13,365000.0,4,2,1990,21312,1.0,0,0,4,8,1990,0,0,47.439,-122.144,196900.0,5,25,46,False
1419700270,2014-05-07,503000.0,3,3,1540,6760,1.0,0,0,5,7,1210,330,0,47.7163,-122.212,239900.0,0,0,34,False
5126900310,2015-03-25,150000.0,2,1,1100,7200,1.0,0,0,4,6,1100,0,0,47.4752,-122.172,196900.0,10,100,71,False
8816400885,2014-10-08,450000.0,4,2,1640,1480,1.0,0,0,4,7,820,820,0,47.6684,-122.314,370500.0,5,25,102,False
5412100550,2014-12-08,355000.0,4,3,2590,7213,2.0,0,0,3,8,2590,0,0,47.2609,-122.289,168400.0,7,49,13,False
7203000465,2014-10-18,245000.0,3,2,1450,9333,2.0,0,0,4,7,1450,0,0,47.346,-122.315,166800.0,5,25,42,False
1862900160,2014-07-03,265900.0,3,2,1180,7793,1.0,0,0,4,7,1180,0,0,47.4053,-122.181,182900.0,2,4,22,False
984220240,2014-11-25,299000.0,4,2,1820,7575,1.0,0,0,3,7,1220,600,0,47.4339,-122.167,196900.0,6,36,39,False
1138000160,2014-09-08,343000.0,3,1,1120,7250,1.0,0,0,4,7,1120,0,0,47.7143,-122.211,239900.0,4,16,42,False
9406520550,2014-10-27,307500.0,3,2,1646,7364,2.0,0,0,3,7,1646,0,0,47.3646,-122.037,212100.0,5,25,20,False
7852160070,2015-01-05,937500.0,5,4,4210,14599,2.0,0,3,3,10,4210,0,0,47.5364,-121.858,206600.0,8,64,11,False
7214700160,2014-05-09,610000.0,3,3,2480,45302,1.0,0,0,4,8,1620,860,0,47.7591,-122.073,239850.0,0,0,38,False
2483700160,2014-09-17,720000.0,3,2,1590,7080,1.0,0,2,3,8,1310,280,0,47.5244,-122.386,280200.0,4,16,62,False
1972201820,2014-10-16,610000.0,4,2,2130,2620,1.5,0,0,5,7,1650,480,0,47.6515,-122.346,279200.0,5,25,95,False
1231000520,2014-11-18,607010.0,4,2,2180,4000,2.0,0,0,3,8,1700,480,0,47.5553,-122.269,187300.0,6,36,12,False
7522500070,2015-02-04,610000.0,3,1,1800,5750,1.0,0,0,3,7,1040,760,0,47.686,-122.395,254000.0,9,81,68,False
4215250310,2014-09-19,828500.0,4,2,3720,35000,2.0,0,0,3,10,3720,0,0,47.7582,-122.13,342200.0,4,16,31,False
5560000070,2014-07-07,199990.0,3,1,1100,8560,1.0,0,0,3,6,1100,0,0,47.329,-122.338,177300.0,2,4,53,False
9510970310,2014-06-12,789500.0,4,2,3010,6100,2.0,0,0,3,9,3010,0,0,47.6647,-122.08,279400.0,1,1,9,False
98030160,2015-02-12,797000.0,3,4,3500,9473,2.0,0,0,3,10,3500,0,0,47.5807,-121.972,239850.0,9,81,7,False
7853300070,2014-08-18,539950.0,5,3,3100,5250,2.0,0,0,3,7,3100,0,0,47.5369,-121.888,206600.0,3,9,8,False
934300140,2015-03-23,284950.0,4,2,2000,6778,1.0,0,0,4,7,1170,830,0,47.3708,-122.311,171300.0,10,100,53,False
1939110310,2015-03-10,722080.0,3,3,3680,7650,2.0,0,0,3,9,2340,1340,0,47.6272,-122.033,239850.0,10,100,27,False
7888000390,2014-06-27,140000.0,3,1,1060,7473,1.0,0,0,3,7,1060,0,0,47.3699,-122.309,171300.0,1,1,55,False
1529300435,2014-11-20,440000.0,3,1,1610,5500,1.5,0,0,3,7,1610,0,1973,47.698,-122.351,279200.0,6,36,111,True
2960900045,2014-07-18,605000.0,3,2,2330,6000,1.5,0,0,4,7,1630,700,0,47.5765,-122.378,200000.0,2,4,74,False
3959400135,2014-06-02,380000.0,2,1,1210,4800,1.0,0,0,3,8,1060,150,0,47.5625,-122.316,174400.0,1,1,64,False
7972600765,2014-06-25,352000.0,4,1,1530,8890,1.0,0,0,3,7,980,550,0,47.5308,-122.35,157600.0,1,1,89,False
8964800370,2014-10-22,1375000.0,3,2,1850,10572,1.0,0,0,4,8,1850,0,0,47.6194,-122.208,432300.0,5,25,61,False
8019200030,2014-09-26,300000.0,3,2,1500,14750,1.5,0,0,4,6,1500,0,0,47.495,-122.318,143500.0,4,16,81,False
2954400400,2014-11-12,1150000.0,4,3,4740,49091,2.0,0,0,3,11,4740,0,0,47.6624,-122.071,349000.0,6,36,24,False
3013301525,2014-10-13,453500.0,2,2,1710,4189,1.0,0,1,5,7,1160,550,0,47.5286,-122.383,280200.0,5,25,63,False
3303100075,2014-10-14,443500.0,3,2,1920,7598,1.0,0,0,4,8,1920,0,0,47.7735,-122.363,299400.0,5,25,42,False
2004100075,2015-03-26,332000.0,2,1,1150,8138,1.0,0,0,3,7,1150,0,0,47.737,-122.325,208800.0,10,100,61,False
4221270340,2015-03-27,655000.0,3,2,2320,4721,2.0,0,0,3,8,2320,0,0,47.591,-122.017,239850.0,10,100,11,False
7177300575,2014-09-03,475000.0,4,1,1420,6000,1.5,0,0,3,7,1420,0,0,47.6844,-122.302,282800.0,4,16,64,False
1471630350,2014-10-24,372500.0,3,2,1550,12956,1.0,0,0,3,7,1210,340,0,47.4711,-121.752,235900.0,5,25,26,False
1250203335,2014-05-27,1050000.0,4,2,2920,7200,1.0,0,3,3,8,1470,1450,2006,47.5947,-122.288,219400.0,0,0,93,True
8815400105,2014-06-03,500000.0,3,2,1620,4200,1.0,0,0,5,7,830,790,0,47.6743,-122.285,282800.0,1,1,69,False
5315100737,2014-05-28,900000.0,6,3,2300,24773,1.5,0,0,4,9,2300,0,1985,47.5833,-122.242,573900.0,0,0,64,True
3333002440,2014-06-04,327500.0,3,1,1070,7140,1.0,0,0,3,7,1070,0,0,47.5427,-122.288,187300.0,1,1,25,False
2159900060,2015-01-13,451101.0,2,2,1510,1962,2.0,0,0,4,8,1510,0,0,47.6214,-122.153,252600.0,8,64,30,False
194000575,2014-10-14,455000.0,4,1,1340,5800,1.5,0,2,3,7,1340,0,0,47.5658,-122.389,286600.0,5,25,100,False
1531000140,2014-07-01,650000.0,4,2,3350,46748,2.0,0,0,3,10,3350,0,0,47.3432,-122.025,201100.0,2,4,10,False
2125049139,2014-08-06,895000.0,3,2,2500,7746,2.0,0,0,4,10,1910,590,0,47.6393,-122.311,466000.0,3,9,21,False
3623500135,2015-03-26,800000.0,4,2,2350,10664,1.0,0,1,2,7,1510,840,0,47.5743,-122.238,573900.0,10,100,63,False
7805460310,2014-11-13,703770.0,4,2,2550,12918,2.0,0,0,3,9,2550,0,0,47.5623,-122.109,335900.0,6,36,27,False
3021059244,2014-08-14,249950.0,3,2,1320,10454,1.0,0,0,4,7,1320,0,0,47.2844,-122.216,141500.0,3,9,46,False
4137010240,2014-07-16,336000.0,3,2,2820,11625,2.0,0,0,3,8,2820,0,0,47.2621,-122.218,211200.0,2,4,28,False
9368700341,2014-08-22,285000.0,3,2,2110,6900,1.5,0,0,5,6,1220,890,0,47.504,-122.26,175400.0,3,9,59,False
3832310350,2014-10-21,229900.0,3,2,1100,7224,1.0,0,0,3,7,1100,0,0,47.3717,-122.277,161500.0,5,25,33,False
9407101840,2014-06-20,378000.0,4,2,1890,12236,1.0,0,0,3,7,1230,660,0,47.4491,-121.78,235900.0,1,1,36,False
1422300140,2014-09-05,454000.0,3,2,2530,43733,2.0,0,0,3,8,1530,1000,0,47.46,-121.708,235900.0,4,16,23,False
6127011000,2014-05-08,537500.0,4,2,2550,4630,2.0,0,0,3,7,2550,0,0,47.5928,-122.004,239850.0,0,0,9,False
2624049117,2014-09-03,425000.0,3,1,1550,4160,1.5,0,0,4,6,1550,0,0,47.5387,-122.265,187300.0,4,16,88,False
3295750550,2014-11-24,290000.0,3,2,1760,6600,1.0,0,0,3,7,1760,0,0,47.3836,-122.184,239850.0,6,36,16,False
7960100260,2014-07-01,349500.0,3,2,1270,3600,1.0,0,0,3,7,1270,0,0,47.6099,-122.297,286400.0,2,4,51,False
7625700012,2014-12-02,370000.0,3,3,1250,1655,2.0,0,0,3,7,830,420,0,47.5554,-122.382,280200.0,7,49,8,False
5418200295,2015-03-09,549500.0,3,2,1620,8438,1.0,0,0,4,8,1620,0,0,47.703,-122.281,225900.0,10,100,54,False
7454000295,2015-01-30,245000.0,2,1,710,6322,1.0,0,0,3,6,710,0,0,47.5165,-122.376,200000.0,8,64,73,False
8100000060,2014-07-29,208000.0,3,2,1070,7200,1.0,0,0,3,7,1070,0,0,47.3134,-122.023,201100.0,2,4,20,False
1310500550,2014-12-20,248000.0,4,2,2320,8760,1.0,0,0,4,8,1160,1160,0,47.3627,-122.285,161500.0,7,49,48,False
9485950310,2014-10-03,610000.0,4,3,5450,37058,1.5,0,0,5,9,5450,0,0,47.351,-122.087,192000.0,5,25,30,False
1223089083,2014-10-28,750000.0,3,3,3010,206910,2.0,0,2,3,10,3010,0,0,47.4881,-121.721,235900.0,5,25,13,False
2143700861,2014-10-30,192000.0,2,2,1340,7380,1.0,0,0,3,6,1340,0,0,47.4785,-122.229,178000.0,5,25,74,False
5016003230,2015-02-18,169317.0,2,1,790,4000,1.0,0,2,3,7,790,0,0,47.6248,-122.301,466000.0,9,81,107,False
1338801019,2014-07-01,1198000.0,4,4,3400,3850,2.5,0,0,3,10,2790,610,0,47.6258,-122.302,466000.0,2,4,6,False
3592500565,2014-10-29,880000.0,2,1,1530,6350,1.5,0,0,4,7,1530,0,0,47.6325,-122.303,466000.0,5,25,91,False
6414600070,2014-06-17,210000.0,1,1,930,7129,1.0,0,0,3,6,930,0,0,47.7234,-122.333,204200.0,1,1,66,False
8645500160,2015-01-07,180500.0,3,2,1540,9800,1.0,0,0,3,7,1010,530,0,47.4676,-122.184,196900.0,8,64,42,False
8651520240,2014-07-28,540000.0,4,2,1990,29078,2.0,0,0,3,9,1990,0,0,47.6471,-122.057,239850.0,2,4,30,False
9408300310,2014-06-24,520000.0,3,2,2300,35722,1.0,0,0,3,9,2300,0,0,47.7455,-122.112,342200.0,1,1,30,False
4202400135,2014-06-26,177500.0,3,2,1220,6000,1.0,0,0,3,7,1220,0,0,47.4904,-122.222,178000.0,1,1,46,False
7129300935,2014-11-05,415000.0,3,2,2380,5650,1.0,0,2,4,8,1190,1190,0,47.5119,-122.255,187300.0,6,36,58,False
8143000310,2014-09-09,495000.0,4,2,2020,7200,1.0,0,0,5,7,1010,1010,0,47.7289,-122.201,239900.0,4,16,46,False
6082400152,2015-03-04,325000.0,3,2,1890,9646,1.0,0,0,3,8,1890,0,0,47.4838,-122.299,143500.0,10,100,49,False
6838000520,2015-02-20,440000.0,2,2,1330,4903,1.0,0,0,3,7,1330,0,0,47.6819,-122.161,279400.0,9,81,30,False
4023500118,2014-07-23,411000.0,3,2,1490,9844,1.0,0,0,4,7,1190,300,0,47.7626,-122.297,208800.0,2,4,55,False
8952900204,2014-10-29,810000.0,5,4,3550,9600,2.0,0,0,3,9,2550,1000,0,47.5484,-122.269,187300.0,5,25,16,False
7922800320,2014-10-16,561750.0,5,2,2040,8996,1.0,0,2,4,7,1020,1020,0,47.588,-122.118,258000.0,5,25,52,False
9542000030,2014-07-22,835100.0,4,2,2380,12573,1.0,0,0,4,9,2380,0,0,47.5984,-122.176,343500.0,2,4,51,False
3787000140,2014-09-01,450000.0,3,2,1780,9969,1.0,0,0,3,8,1450,330,0,47.7286,-122.168,239900.0,4,16,29,False
646910030,2014-11-04,238000.0,3,2,1650,2807,2.0,0,0,3,7,1650,0,0,47.4328,-122.196,178000.0,6,36,10,False
5515600075,2014-12-05,299000.0,3,1,1510,142803,1.0,0,0,3,7,1510,0,0,47.3192,-122.287,168400.0,7,49,40,False
1377300135,2014-10-17,570000.0,2,1,1100,6240,1.0,0,0,4,7,1100,0,0,47.6446,-122.403,363400.0,5,25,73,False
